F_1,F_3,F_5,F_7,F_6,F_8,Labels
0.0,-1.0,-16.0,58.0,58.0,-1.0,1.0
0.0,0.0,0.0,55.0,55.0,0.0,1.0
0.0,0.0,-25.0,46.0,46.0,0.0,1.0
0.0,1.0,-14.0,35.0,35.0,1.0,1.0
-5.0,0.0,13.0,34.0,34.0,0.0,1.0
0.0,0.0,-27.0,33.0,33.0,0.0,1.0
1.0,0.0,6.0,83.0,83.0,0.0,4.0
5.0,0.0,0.0,37.0,37.0,0.0,4.0
5.0,0.0,6.0,46.0,46.0,0.0,1.0
2.0,3.0,-27.0,39.0,39.0,3.0,1.0
0.0,0.0,-1.0,57.0,57.0,0.0,1.0
0.0,0.0,-24.0,69.0,69.0,0.0,1.0
0.0,0.0,6.0,31.0,31.0,0.0,1.0
1.0,0.0,-5.0,108.0,108.0,0.0,1.0
0.0,-2.0,31.0,28.0,28.0,-2.0,1.0
-1.0,0.0,15.0,34.0,34.0,0.0,1.0
0.0,-2.0,12.0,103.0,103.0,-2.0,1.0
0.0,0.0,18.0,34.0,34.0,0.0,1.0
0.0,0.0,-22.0,41.0,41.0,0.0,1.0
0.0,-1.0,-16.0,50.0,50.0,-1.0,1.0
0.0,0.0,-27.0,37.0,37.0,0.0,1.0
-1.0,0.0,-18.0,48.0,48.0,0.0,1.0
0.0,5.0,0.0,100.0,100.0,5.0,1.0
1.0,0.0,14.0,41.0,41.0,0.0,5.0
5.0,0.0,-9.0,30.0,30.0,0.0,4.0
1.0,0.0,0.0,47.0,47.0,0.0,1.0
-1.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,0.0,-2.0,37.0,37.0,0.0,1.0
0.0,0.0,10.0,80.0,80.0,0.0,1.0
0.0,0.0,-29.0,35.0,35.0,0.0,1.0
0.0,-5.0,12.0,24.0,24.0,-5.0,1.0
0.0,-6.0,0.0,46.0,46.0,-6.0,1.0
0.0,3.0,-5.0,35.0,35.0,3.0,1.0
0.0,-2.0,9.0,37.0,37.0,-2.0,1.0
0.0,0.0,8.0,37.0,37.0,0.0,1.0
1.0,0.0,-18.0,103.0,103.0,0.0,1.0
0.0,0.0,-20.0,35.0,35.0,0.0,1.0
0.0,0.0,2.0,88.0,88.0,0.0,1.0
0.0,-6.0,0.0,42.0,42.0,-6.0,1.0
-1.0,-4.0,-5.0,37.0,37.0,-4.0,1.0
0.0,-2.0,0.0,43.0,43.0,-2.0,4.0
2.0,0.0,1.0,39.0,39.0,0.0,1.0
0.0,4.0,0.0,86.0,86.0,4.0,1.0
1.0,0.0,17.0,39.0,39.0,0.0,4.0
1.0,0.0,6.0,45.0,45.0,0.0,4.0
0.0,5.0,-9.0,30.0,30.0,5.0,1.0
-4.0,0.0,-1.0,28.0,28.0,0.0,1.0
0.0,0.0,-7.0,37.0,37.0,0.0,1.0
0.0,1.0,31.0,54.0,54.0,1.0,1.0
4.0,0.0,-10.0,44.0,44.0,0.0,1.0
0.0,0.0,-18.0,71.0,71.0,0.0,1.0
0.0,0.0,-19.0,66.0,66.0,0.0,1.0
2.0,0.0,16.0,41.0,41.0,0.0,1.0
0.0,2.0,-6.0,42.0,42.0,2.0,1.0
0.0,3.0,-24.0,49.0,49.0,3.0,4.0
0.0,0.0,-5.0,86.0,86.0,0.0,5.0
-1.0,0.0,0.0,49.0,49.0,0.0,1.0
0.0,-2.0,-4.0,51.0,51.0,-2.0,1.0
5.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,0.0,6.0,41.0,41.0,0.0,1.0
-1.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,7.0,46.0,46.0,0.0,1.0
0.0,0.0,-30.0,37.0,37.0,0.0,1.0
1.0,0.0,-26.0,48.0,48.0,0.0,1.0
-2.0,0.0,0.0,92.0,92.0,0.0,1.0
0.0,8.0,0.0,39.0,39.0,8.0,1.0
3.0,0.0,27.0,27.0,27.0,0.0,1.0
0.0,8.0,0.0,52.0,52.0,8.0,1.0
0.0,0.0,-13.0,75.0,75.0,0.0,4.0
0.0,-2.0,-15.0,49.0,49.0,-2.0,1.0
-5.0,0.0,-16.0,48.0,48.0,0.0,4.0
0.0,-4.0,-10.0,44.0,44.0,-4.0,4.0
3.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,8.0,72.0,72.0,0.0,1.0
5.0,0.0,2.0,37.0,37.0,0.0,1.0
-2.0,0.0,12.0,33.0,33.0,0.0,1.0
-1.0,-3.0,-5.0,44.0,44.0,-3.0,1.0
0.0,0.0,-17.0,86.0,86.0,0.0,1.0
4.0,0.0,12.0,39.0,39.0,0.0,1.0
2.0,0.0,1.0,62.0,62.0,0.0,1.0
4.0,0.0,-1.0,27.0,27.0,0.0,1.0
-4.0,-2.0,2.0,51.0,51.0,-2.0,5.0
0.0,0.0,2.0,39.0,39.0,0.0,4.0
0.0,575.0,-3.0,72.0,72.0,575.0,1.0
0.0,-1.0,17.0,51.0,51.0,-1.0,1.0
2.0,0.0,0.0,44.0,44.0,0.0,1.0
-5.0,-2.0,0.0,41.0,41.0,-2.0,1.0
0.0,-2.0,-4.0,44.0,44.0,-2.0,1.0
0.0,0.0,8.0,38.0,38.0,0.0,4.0
0.0,1.0,20.0,60.0,60.0,1.0,1.0
1.0,0.0,-4.0,49.0,49.0,0.0,1.0
0.0,0.0,-8.0,53.0,53.0,0.0,1.0
-1.0,5.0,0.0,35.0,35.0,5.0,1.0
0.0,0.0,5.0,42.0,42.0,0.0,1.0
0.0,0.0,0.0,83.0,83.0,0.0,1.0
0.0,0.0,0.0,56.0,56.0,0.0,1.0
0.0,3.0,0.0,70.0,70.0,3.0,1.0
0.0,4.0,0.0,43.0,43.0,4.0,4.0
0.0,0.0,15.0,81.0,81.0,0.0,1.0
0.0,0.0,-1.0,38.0,38.0,0.0,1.0
2.0,-1.0,0.0,22.0,22.0,-1.0,1.0
0.0,-3.0,9.0,67.0,67.0,-3.0,1.0
0.0,0.0,-8.0,88.0,88.0,0.0,1.0
0.0,0.0,-26.0,32.0,32.0,0.0,1.0
0.0,-3.0,0.0,37.0,37.0,-3.0,4.0
2.0,0.0,-30.0,29.0,29.0,0.0,1.0
0.0,-1.0,-4.0,56.0,56.0,-1.0,1.0
3.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,-1.0,-6.0,37.0,37.0,-1.0,1.0
0.0,-4.0,0.0,32.0,32.0,-4.0,4.0
3.0,0.0,-16.0,35.0,35.0,0.0,1.0
0.0,-2.0,-2.0,37.0,37.0,-2.0,1.0
0.0,0.0,3.0,49.0,49.0,0.0,1.0
-2.0,0.0,3.0,33.0,33.0,0.0,1.0
0.0,3.0,1.0,60.0,60.0,3.0,1.0
0.0,0.0,-23.0,37.0,37.0,0.0,1.0
0.0,0.0,11.0,81.0,81.0,0.0,1.0
0.0,0.0,-19.0,48.0,48.0,0.0,1.0
4.0,0.0,0.0,41.0,41.0,0.0,4.0
0.0,0.0,-25.0,59.0,59.0,0.0,4.0
0.0,-5.0,0.0,43.0,43.0,-5.0,1.0
0.0,-6.0,-1.0,42.0,42.0,-6.0,1.0
0.0,0.0,20.0,65.0,65.0,0.0,1.0
0.0,-5.0,0.0,69.0,69.0,-5.0,1.0
0.0,1.0,20.0,109.0,109.0,1.0,1.0
0.0,0.0,24.0,105.0,105.0,0.0,1.0
3.0,3.0,4.0,33.0,33.0,3.0,1.0
0.0,0.0,4.0,35.0,35.0,0.0,1.0
0.0,6.0,0.0,78.0,78.0,6.0,1.0
-1.0,0.0,-9.0,34.0,34.0,0.0,1.0
0.0,0.0,26.0,41.0,41.0,0.0,1.0
0.0,0.0,20.0,22.0,22.0,0.0,1.0
0.0,0.0,12.0,40.0,40.0,0.0,1.0
4.0,0.0,0.0,26.0,26.0,0.0,1.0
0.0,0.0,19.0,26.0,26.0,0.0,1.0
0.0,0.0,1.0,32.0,32.0,0.0,1.0
4.0,-1.0,-2.0,31.0,31.0,-1.0,5.0
4.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,-7.0,0.0,81.0,81.0,-7.0,1.0
0.0,0.0,-12.0,100.0,100.0,0.0,4.0
1.0,2.0,0.0,39.0,39.0,2.0,1.0
-1.0,5.0,18.0,77.0,0.0,0.0,1.0
2.0,0.0,0.0,43.0,43.0,0.0,1.0
0.0,0.0,1.0,42.0,42.0,0.0,4.0
-1.0,-3.0,-6.0,47.0,47.0,-3.0,1.0
1.0,-5.0,0.0,35.0,35.0,-5.0,4.0
0.0,0.0,315.0,40.0,40.0,0.0,1.0
0.0,0.0,5.0,92.0,92.0,0.0,4.0
0.0,0.0,-16.0,40.0,40.0,0.0,1.0
0.0,0.0,-17.0,66.0,66.0,0.0,1.0
36.0,0.0,-155.0,39.0,39.0,0.0,1.0
0.0,0.0,-6.0,63.0,63.0,0.0,1.0
0.0,6.0,-21.0,41.0,41.0,6.0,1.0
0.0,0.0,12.0,62.0,62.0,0.0,1.0
0.0,4.0,-1.0,42.0,42.0,4.0,5.0
0.0,0.0,-3.0,80.0,80.0,0.0,1.0
0.0,-2.0,-7.0,70.0,70.0,-2.0,1.0
0.0,-7.0,7.0,72.0,72.0,-7.0,1.0
0.0,0.0,-18.0,54.0,54.0,0.0,1.0
1.0,0.0,2.0,40.0,40.0,0.0,1.0
-1.0,-2.0,0.0,63.0,63.0,-2.0,1.0
0.0,0.0,1.0,54.0,54.0,0.0,5.0
0.0,0.0,-9.0,101.0,101.0,0.0,4.0
0.0,0.0,10.0,44.0,44.0,0.0,1.0
-2.0,-3.0,0.0,37.0,37.0,-3.0,1.0
-1.0,-3.0,0.0,44.0,44.0,-3.0,1.0
-4.0,0.0,8.0,45.0,45.0,0.0,1.0
0.0,0.0,12.0,44.0,44.0,0.0,1.0
0.0,8.0,0.0,44.0,44.0,8.0,4.0
0.0,6.0,0.0,28.0,28.0,6.0,4.0
8.0,0.0,11.0,81.0,81.0,0.0,1.0
0.0,0.0,0.0,51.0,51.0,0.0,1.0
0.0,0.0,-27.0,41.0,41.0,0.0,1.0
-1.0,0.0,25.0,35.0,35.0,0.0,4.0
-3.0,-2.0,-14.0,44.0,44.0,-2.0,1.0
0.0,0.0,11.0,37.0,37.0,0.0,5.0
0.0,0.0,31.0,73.0,73.0,0.0,1.0
0.0,0.0,7.0,34.0,34.0,0.0,1.0
-1.0,-3.0,0.0,39.0,39.0,-3.0,1.0
0.0,2.0,15.0,49.0,49.0,2.0,4.0
0.0,0.0,6.0,29.0,29.0,0.0,4.0
0.0,0.0,-1.0,72.0,72.0,0.0,1.0
0.0,0.0,-1.0,68.0,68.0,0.0,1.0
-5.0,0.0,-10.0,68.0,68.0,0.0,1.0
0.0,-1.0,-1.0,48.0,48.0,-1.0,1.0
0.0,0.0,31.0,66.0,66.0,0.0,4.0
0.0,-1.0,7.0,37.0,37.0,-1.0,1.0
3.0,0.0,0.0,36.0,36.0,0.0,1.0
0.0,0.0,1.0,92.0,92.0,0.0,1.0
0.0,-5.0,0.0,38.0,38.0,-5.0,1.0
0.0,0.0,20.0,92.0,92.0,0.0,1.0
1.0,0.0,24.0,40.0,40.0,0.0,1.0
4.0,0.0,3.0,29.0,29.0,0.0,1.0
0.0,0.0,0.0,55.0,55.0,0.0,4.0
5.0,0.0,1.0,24.0,24.0,0.0,5.0
0.0,0.0,9.0,34.0,34.0,0.0,1.0
0.0,1.0,0.0,34.0,34.0,1.0,1.0
0.0,0.0,11.0,68.0,68.0,0.0,1.0
1.0,0.0,0.0,43.0,43.0,0.0,1.0
-2.0,0.0,11.0,37.0,37.0,0.0,1.0
-1.0,0.0,-11.0,58.0,58.0,0.0,1.0
0.0,2.0,-3.0,37.0,37.0,2.0,4.0
0.0,-1.0,0.0,83.0,83.0,-1.0,4.0
0.0,0.0,15.0,40.0,40.0,0.0,5.0
1.0,-7.0,0.0,47.0,47.0,-7.0,1.0
0.0,0.0,29.0,67.0,67.0,0.0,1.0
0.0,5.0,-13.0,30.0,30.0,5.0,1.0
0.0,-5.0,0.0,39.0,39.0,-5.0,5.0
0.0,1.0,0.0,34.0,34.0,1.0,1.0
0.0,6.0,31.0,77.0,77.0,6.0,1.0
0.0,8.0,0.0,35.0,35.0,8.0,1.0
5.0,0.0,0.0,55.0,55.0,0.0,1.0
0.0,-14.0,0.0,75.0,75.0,-14.0,1.0
0.0,0.0,-26.0,43.0,43.0,0.0,1.0
-2.0,0.0,0.0,37.0,37.0,0.0,1.0
-5.0,0.0,0.0,46.0,46.0,0.0,5.0
0.0,6.0,-16.0,52.0,52.0,6.0,1.0
0.0,0.0,23.0,46.0,46.0,0.0,1.0
0.0,0.0,-4.0,63.0,63.0,0.0,1.0
-1.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,0.0,21.0,30.0,30.0,0.0,1.0
-3.0,2.0,11.0,36.0,36.0,2.0,4.0
-4.0,0.0,0.0,46.0,46.0,0.0,1.0
-2.0,-1.0,0.0,23.0,23.0,-1.0,1.0
0.0,0.0,-9.0,38.0,38.0,0.0,4.0
0.0,0.0,-14.0,89.0,89.0,0.0,1.0
2.0,0.0,9.0,63.0,63.0,0.0,4.0
1.0,0.0,0.0,67.0,67.0,0.0,4.0
2.0,-1.0,0.0,42.0,42.0,-1.0,4.0
0.0,0.0,-8.0,88.0,88.0,0.0,1.0
-4.0,0.0,-27.0,50.0,50.0,0.0,5.0
0.0,0.0,-5.0,41.0,41.0,0.0,1.0
-1.0,0.0,-29.0,30.0,30.0,0.0,1.0
3.0,0.0,1.0,52.0,52.0,0.0,1.0
-5.0,0.0,0.0,62.0,62.0,0.0,1.0
-3.0,0.0,18.0,122.0,122.0,0.0,1.0
0.0,6.0,0.0,101.0,101.0,6.0,5.0
0.0,0.0,-6.0,42.0,42.0,0.0,4.0
0.0,0.0,-11.0,43.0,43.0,0.0,1.0
-4.0,0.0,11.0,71.0,71.0,0.0,1.0
2.0,0.0,0.0,63.0,63.0,0.0,4.0
-2.0,0.0,0.0,31.0,31.0,0.0,5.0
0.0,0.0,17.0,40.0,40.0,0.0,1.0
0.0,7.0,0.0,40.0,40.0,7.0,1.0
0.0,2.0,0.0,64.0,64.0,2.0,1.0
0.0,5.0,-10.0,55.0,55.0,5.0,1.0
-3.0,0.0,-10.0,48.0,48.0,0.0,1.0
2.0,0.0,4.0,39.0,39.0,0.0,1.0
4.0,0.0,-6.0,40.0,40.0,0.0,1.0
-2.0,0.0,2.0,88.0,88.0,0.0,1.0
0.0,0.0,12.0,68.0,68.0,0.0,1.0
-1.0,0.0,11.0,24.0,24.0,0.0,1.0
0.0,0.0,2.0,34.0,34.0,0.0,1.0
0.0,0.0,-7.0,37.0,37.0,0.0,1.0
0.0,0.0,31.0,88.0,88.0,0.0,1.0
1.0,0.0,1.0,39.0,39.0,0.0,4.0
3.0,0.0,-6.0,36.0,36.0,0.0,1.0
-9.0,3.0,0.0,85.0,85.0,3.0,1.0
0.0,-6.0,8.0,33.0,33.0,-6.0,5.0
-4.0,0.0,-15.0,29.0,29.0,0.0,1.0
0.0,0.0,-16.0,34.0,34.0,0.0,1.0
0.0,0.0,10.0,41.0,41.0,0.0,1.0
0.0,0.0,-18.0,37.0,37.0,0.0,1.0
0.0,0.0,-8.0,95.0,95.0,0.0,1.0
-5.0,0.0,0.0,62.0,62.0,0.0,1.0
-1.0,-1.0,-30.0,35.0,35.0,-1.0,1.0
0.0,0.0,18.0,80.0,80.0,0.0,1.0
0.0,0.0,26.0,35.0,35.0,0.0,5.0
0.0,1.0,5.0,40.0,40.0,1.0,1.0
0.0,0.0,-13.0,89.0,89.0,0.0,1.0
0.0,0.0,-12.0,59.0,59.0,0.0,1.0
0.0,0.0,3.0,66.0,66.0,0.0,1.0
0.0,1.0,-1.0,54.0,54.0,1.0,1.0
0.0,0.0,23.0,39.0,39.0,0.0,1.0
0.0,-1.0,-22.0,44.0,44.0,-1.0,1.0
-1.0,0.0,17.0,32.0,32.0,0.0,1.0
1.0,4.0,0.0,25.0,25.0,4.0,1.0
0.0,-1.0,-1.0,44.0,44.0,-1.0,1.0
-4.0,0.0,11.0,44.0,44.0,0.0,1.0
0.0,0.0,6.0,39.0,39.0,0.0,1.0
0.0,0.0,10.0,72.0,72.0,0.0,1.0
0.0,0.0,-24.0,105.0,105.0,0.0,1.0
1.0,0.0,-7.0,40.0,40.0,0.0,5.0
0.0,0.0,8.0,39.0,39.0,0.0,1.0
0.0,0.0,0.0,33.0,33.0,0.0,1.0
0.0,3.0,2.0,39.0,39.0,3.0,1.0
0.0,0.0,-14.0,37.0,37.0,0.0,1.0
0.0,1.0,0.0,44.0,44.0,1.0,1.0
1.0,0.0,21.0,37.0,37.0,0.0,1.0
3.0,0.0,0.0,39.0,39.0,0.0,1.0
0.0,0.0,0.0,37.0,37.0,0.0,5.0
10.0,5.0,0.0,47.0,47.0,5.0,1.0
0.0,0.0,-13.0,73.0,73.0,0.0,1.0
0.0,-3.0,0.0,58.0,58.0,-3.0,1.0
0.0,0.0,-16.0,30.0,30.0,0.0,1.0
0.0,0.0,-17.0,39.0,39.0,0.0,5.0
-3.0,0.0,0.0,53.0,53.0,0.0,1.0
0.0,0.0,-26.0,48.0,48.0,0.0,1.0
0.0,-1.0,-6.0,45.0,45.0,-1.0,4.0
0.0,0.0,-7.0,84.0,84.0,0.0,1.0
-1.0,0.0,-27.0,35.0,35.0,0.0,4.0
0.0,0.0,12.0,81.0,0.0,0.0,1.0
-3.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,-6.0,0.0,51.0,51.0,-6.0,1.0
0.0,0.0,17.0,73.0,73.0,0.0,4.0
-1.0,-1.0,7.0,48.0,48.0,-1.0,4.0
0.0,0.0,9.0,70.0,70.0,0.0,1.0
0.0,0.0,0.0,57.0,57.0,0.0,1.0
5.0,1.0,0.0,49.0,49.0,1.0,1.0
0.0,-3.0,-4.0,27.0,27.0,-3.0,1.0
4.0,0.0,0.0,92.0,92.0,0.0,1.0
1.0,3.0,-30.0,38.0,38.0,3.0,5.0
4.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,6.0,0.0,58.0,58.0,6.0,5.0
0.0,0.0,-1.0,42.0,42.0,0.0,1.0
0.0,0.0,1.0,92.0,92.0,0.0,1.0
0.0,-5.0,5.0,30.0,30.0,-5.0,1.0
0.0,1.0,13.0,41.0,41.0,1.0,1.0
0.0,0.0,-30.0,73.0,73.0,0.0,1.0
-1.0,-1.0,-9.0,47.0,47.0,-1.0,1.0
1.0,0.0,0.0,40.0,40.0,0.0,1.0
-1.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,0.0,-24.0,45.0,45.0,0.0,1.0
0.0,-1.0,-4.0,83.0,83.0,-1.0,1.0
0.0,0.0,-14.0,103.0,103.0,0.0,1.0
1.0,0.0,-3.0,41.0,41.0,0.0,1.0
0.0,0.0,-2.0,74.0,74.0,0.0,1.0
-3.0,0.0,0.0,32.0,32.0,0.0,1.0
0.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,-17.0,46.0,46.0,0.0,1.0
0.0,0.0,21.0,37.0,37.0,0.0,1.0
0.0,0.0,-6.0,69.0,69.0,0.0,1.0
1.0,0.0,0.0,35.0,35.0,0.0,5.0
0.0,0.0,-8.0,78.0,0.0,0.0,1.0
0.0,0.0,-2.0,95.0,95.0,0.0,1.0
1.0,0.0,-5.0,40.0,40.0,0.0,5.0
0.0,0.0,-14.0,32.0,32.0,0.0,4.0
0.0,0.0,-6.0,35.0,35.0,0.0,1.0
0.0,5.0,0.0,72.0,72.0,5.0,1.0
0.0,0.0,-2.0,59.0,59.0,0.0,1.0
0.0,0.0,-26.0,30.0,30.0,0.0,1.0
-3.0,0.0,0.0,27.0,27.0,0.0,1.0
3.0,7.0,-26.0,48.0,48.0,7.0,1.0
0.0,0.0,3.0,62.0,62.0,0.0,3.0
0.0,-3.0,21.0,30.0,30.0,-3.0,1.0
0.0,-1.0,-21.0,43.0,43.0,-1.0,1.0
1.0,-1.0,0.0,38.0,38.0,-1.0,1.0
0.0,0.0,19.0,66.0,66.0,0.0,1.0
0.0,0.0,-11.0,44.0,44.0,0.0,1.0
0.0,4.0,-19.0,28.0,28.0,4.0,1.0
0.0,0.0,-15.0,63.0,63.0,0.0,1.0
0.0,0.0,16.0,44.0,44.0,0.0,1.0
0.0,4.0,0.0,41.0,41.0,4.0,1.0
0.0,0.0,3776.0,46.0,46.0,0.0,4.0
0.0,0.0,22.0,41.0,41.0,0.0,1.0
0.0,0.0,-14.0,37.0,37.0,0.0,1.0
-1.0,1.0,0.0,43.0,43.0,1.0,1.0
0.0,1.0,5.0,77.0,77.0,1.0,1.0
0.0,0.0,24.0,35.0,35.0,0.0,3.0
1.0,5.0,0.0,31.0,31.0,5.0,1.0
0.0,0.0,18.0,76.0,76.0,0.0,1.0
1.0,-2.0,0.0,37.0,37.0,-2.0,1.0
0.0,0.0,-7.0,49.0,49.0,0.0,1.0
3.0,0.0,4.0,34.0,34.0,0.0,1.0
1.0,2.0,0.0,82.0,82.0,2.0,1.0
0.0,0.0,-20.0,43.0,43.0,0.0,1.0
0.0,0.0,28.0,100.0,100.0,0.0,4.0
0.0,-2.0,0.0,51.0,51.0,-2.0,1.0
1.0,0.0,0.0,42.0,42.0,0.0,1.0
-3.0,0.0,-16.0,37.0,37.0,0.0,1.0
-1.0,0.0,23.0,51.0,51.0,0.0,4.0
-3.0,0.0,0.0,49.0,49.0,0.0,5.0
-3.0,0.0,-16.0,34.0,34.0,0.0,1.0
0.0,1.0,19.0,39.0,39.0,1.0,1.0
1.0,-3.0,0.0,55.0,55.0,-3.0,1.0
0.0,0.0,-29.0,35.0,35.0,0.0,1.0
0.0,6.0,0.0,28.0,28.0,6.0,1.0
0.0,0.0,2.0,45.0,45.0,0.0,4.0
0.0,-5.0,0.0,50.0,50.0,-5.0,1.0
-2.0,0.0,0.0,75.0,75.0,0.0,1.0
-2.0,0.0,-21.0,36.0,36.0,0.0,1.0
0.0,0.0,11.0,84.0,84.0,0.0,1.0
0.0,0.0,8.0,64.0,64.0,0.0,1.0
0.0,5.0,0.0,71.0,71.0,5.0,1.0
-1.0,1.0,29.0,41.0,41.0,1.0,5.0
0.0,0.0,2.0,45.0,45.0,0.0,4.0
0.0,0.0,-6.0,37.0,37.0,0.0,1.0
-47.0,0.0,-2.0,45.0,45.0,0.0,1.0
0.0,0.0,0.0,22.0,22.0,0.0,1.0
-2.0,0.0,-3.0,49.0,49.0,0.0,1.0
4.0,0.0,0.0,41.0,41.0,0.0,1.0
1.0,0.0,0.0,28.0,28.0,0.0,1.0
0.0,-7.0,-12.0,108.0,108.0,-7.0,1.0
0.0,0.0,10.0,94.0,94.0,0.0,1.0
0.0,8.0,0.0,46.0,46.0,8.0,4.0
5.0,0.0,0.0,47.0,47.0,0.0,5.0
-5.0,0.0,-7.0,39.0,39.0,0.0,1.0
1.0,0.0,0.0,60.0,60.0,0.0,1.0
-1.0,0.0,0.0,94.0,94.0,0.0,4.0
0.0,0.0,-30.0,37.0,37.0,0.0,1.0
0.0,0.0,-17.0,88.0,0.0,0.0,5.0
0.0,0.0,13.0,52.0,52.0,0.0,1.0
1.0,0.0,0.0,85.0,85.0,0.0,1.0
0.0,0.0,-22.0,100.0,100.0,0.0,1.0
0.0,-1.0,0.0,42.0,42.0,-1.0,4.0
0.0,0.0,6.0,47.0,47.0,0.0,1.0
0.0,0.0,11.0,32.0,32.0,0.0,1.0
0.0,0.0,-12.0,65.0,65.0,0.0,1.0
-4.0,-3.0,0.0,24.0,24.0,-3.0,1.0
-1.0,0.0,0.0,27.0,27.0,0.0,4.0
-4.0,0.0,0.0,23.0,23.0,0.0,1.0
0.0,0.0,-29.0,55.0,55.0,0.0,1.0
1.0,0.0,8.0,35.0,35.0,0.0,1.0
0.0,0.0,29.0,123.0,123.0,0.0,1.0
0.0,-5.0,3.0,39.0,39.0,-5.0,1.0
1.0,0.0,11.0,37.0,37.0,0.0,1.0
1.0,0.0,9.0,42.0,42.0,0.0,1.0
3.0,0.0,3.0,23.0,23.0,0.0,1.0
2.0,-6.0,0.0,37.0,37.0,-6.0,4.0
4.0,0.0,25.0,35.0,35.0,0.0,1.0
1.0,0.0,4.0,41.0,41.0,0.0,1.0
-4.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,0.0,13.0,80.0,80.0,0.0,1.0
0.0,0.0,-1.0,38.0,38.0,0.0,1.0
3.0,0.0,-1.0,42.0,42.0,0.0,1.0
0.0,-2.0,0.0,87.0,87.0,-2.0,4.0
0.0,0.0,18.0,54.0,54.0,0.0,1.0
0.0,0.0,-9.0,50.0,50.0,0.0,3.0
0.0,0.0,-2.0,74.0,74.0,0.0,4.0
-37.0,0.0,0.0,79.0,79.0,0.0,1.0
0.0,0.0,0.0,54.0,54.0,0.0,4.0
2.0,0.0,-27.0,40.0,40.0,0.0,1.0
0.0,0.0,-6.0,35.0,35.0,0.0,1.0
4.0,-3.0,-3.0,48.0,48.0,-3.0,1.0
0.0,0.0,22.0,35.0,35.0,0.0,1.0
0.0,0.0,31.0,37.0,37.0,0.0,1.0
0.0,2.0,-2.0,44.0,44.0,2.0,4.0
0.0,1.0,-10.0,50.0,50.0,1.0,4.0
0.0,-3.0,0.0,90.0,90.0,-3.0,1.0
0.0,0.0,11.0,33.0,33.0,0.0,5.0
-2.0,-7.0,0.0,30.0,30.0,-7.0,1.0
2.0,0.0,0.0,71.0,71.0,0.0,1.0
0.0,0.0,1.0,51.0,51.0,0.0,1.0
0.0,0.0,-27.0,40.0,40.0,0.0,1.0
0.0,8.0,5.0,97.0,97.0,8.0,4.0
0.0,0.0,-7.0,53.0,53.0,0.0,1.0
1294.0,-1.0,36.0,75.0,75.0,-1.0,1.0
2.0,1.0,0.0,25.0,25.0,1.0,1.0
0.0,0.0,-18.0,40.0,40.0,0.0,1.0
0.0,5.0,0.0,39.0,39.0,5.0,1.0
0.0,0.0,25.0,44.0,44.0,0.0,1.0
1.0,0.0,19.0,33.0,33.0,0.0,1.0
0.0,0.0,10.0,84.0,84.0,0.0,1.0
-2.0,-3.0,0.0,67.0,67.0,-3.0,1.0
1.0,0.0,0.0,48.0,48.0,0.0,5.0
0.0,-7.0,0.0,42.0,42.0,-7.0,4.0
-1.0,-3.0,-6.0,43.0,43.0,-3.0,1.0
0.0,0.0,14.0,69.0,69.0,0.0,1.0
-5.0,0.0,3.0,78.0,0.0,0.0,4.0
2.0,-12.0,11.0,76.0,76.0,-12.0,1.0
5.0,0.0,4.0,59.0,59.0,0.0,4.0
0.0,0.0,43.0,117.0,117.0,0.0,4.0
-1.0,0.0,0.0,30.0,30.0,0.0,1.0
-4.0,0.0,-2.0,32.0,32.0,0.0,1.0
0.0,0.0,-29.0,34.0,34.0,0.0,1.0
0.0,0.0,21.0,123.0,123.0,0.0,1.0
0.0,-7.0,11.0,34.0,34.0,-7.0,1.0
0.0,0.0,6.0,46.0,46.0,0.0,1.0
1.0,0.0,0.0,23.0,23.0,0.0,1.0
0.0,0.0,19.0,86.0,86.0,0.0,1.0
0.0,0.0,5.0,72.0,72.0,0.0,1.0
0.0,0.0,0.0,58.0,58.0,0.0,1.0
0.0,6.0,15.0,41.0,41.0,6.0,1.0
0.0,4.0,-24.0,43.0,43.0,4.0,1.0
0.0,0.0,-27.0,39.0,39.0,0.0,1.0
0.0,8.0,0.0,99.0,99.0,8.0,4.0
0.0,0.0,-12.0,50.0,50.0,0.0,1.0
0.0,0.0,7.0,42.0,42.0,0.0,1.0
0.0,0.0,-15.0,39.0,39.0,0.0,1.0
0.0,0.0,3.0,39.0,39.0,0.0,1.0
0.0,-3.0,2.0,50.0,50.0,-3.0,1.0
0.0,0.0,24.0,68.0,68.0,0.0,1.0
1.0,0.0,-4.0,25.0,25.0,0.0,1.0
